node
2L_2R
2L_7L
2L_7R
2L_10L
2L_10R
2L_11L
2L_11R
2L_19L
2L_19R
2L_29L
2L_29R
2L_30L
2L_30R
2L_35L
2L_35R
2L_39L
2L_39R
2L_40L
2L_40R
2R_7L
2R_7R
2R_10L
2R_10R
2R_11L
2R_11R
2R_19L
2R_19R
2R_29L
2R_29R
2R_30L
2R_30R
2R_35L
2R_35R
2R_39L
2R_39R
2R_40L
2R_40R
7L_7R
7L_10L
7L_10R
7L_11L
7L_11R
7L_19L
7L_19R
7L_29L
7L_29R
7L_30L
7L_30R
7L_35L
7L_35R
7L_39L
7L_39R
7L_40L
7L_40R
7R_10L
7R_10R
7R_11L
7R_11R
7R_19L
7R_19R
7R_29L
7R_29R
7R_30L
7R_30R
7R_35L
7R_35R
7R_39L
7R_39R
7R_40L
7R_40R
10L_10R
10L_11L
10L_11R
10L_19L
10L_19R
10L_29L
10L_29R
10L_30L
10L_30R
10L_35L
10L_35R
10L_39L
10L_39R
10L_40L
10L_40R
10R_11L
10R_11R
10R_19L
10R_19R
10R_29L
10R_29R
10R_30L
10R_30R
10R_35L
10R_35R
10R_39L
10R_39R
10R_40L
10R_40R
11L_11R
11L_19L
11L_19R
11L_29L
11L_29R
11L_30L
11L_30R
11L_35L
11L_35R
11L_39L
11L_39R
11L_40L
11L_40R
11R_19L
11R_19R
11R_29L
11R_29R
11R_30L
11R_30R
11R_35L
11R_35R
11R_39L
11R_39R
11R_40L
11R_40R
19L_19R
19L_29L
19L_29R
19L_30L
19L_30R
19L_35L
19L_35R
19L_39L
19L_39R
19L_40L
19L_40R
19R_29L
19R_29R
19R_30L
19R_30R
19R_35L
19R_35R
19R_39L
19R_39R
19R_40L
19R_40R
29L_29R
29L_30L
29L_30R
29L_35L
29L_35R
29L_39L
29L_39R
29L_40L
29L_40R
29R_30L
29R_30R
29R_35L
29R_35R
29R_39L
29R_39R
29R_40L
29R_40R
30L_30R
30L_35L
30L_35R
30L_39L
30L_39R
30L_40L
30L_40R
30R_35L
30R_35R
30R_39L
30R_39R
30R_40L
30R_40R
35L_35R
35L_39L
35L_39R
35L_40L
35L_40R
35R_39L
35R_39R
35R_40L
35R_40R
39L_39R
39L_40L
39L_40R
39R_40L
39R_40R
40L_40R
